Project;Trip;Longitude;Latitude;DateTime;Station;Bott Depth M;Parameter;Layer;Taxa;Stage;Size_class;abundance-AB;abundance-AB Unit
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Binuclearia lauterbornii;;1;2900.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Calliacantha;;1;3571.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Aulacoseira granulata;;3;36800.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Aulacoseira granulata;;5;2200.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Centrales;;1;132127.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Aulacoseira granulata;;4;35200.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Centrales;;1;96417.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Centrales;;2;3571.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Chaetoceros wighamii;;13;13800.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Chaetoceros wighamii;;16;15400.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Chaetoceros wighamii;;20;49115.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Chaetoceros wighamii;;3;8800.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Chaetoceros wighamii;;6;4400.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Chlamydomonas;;1;3571.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Chlorogonium minimum;;1;3571.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Chlorogonium minimum;;1;100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Choricystis coccoides;;1;6200.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Chrysochromulina;;1;207118.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Chrysochromulina;;2;28568.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Chrysochromulina;;4;7142.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Coelastrum microporum;;1;1000.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Crucigenia quadrata;;2;600.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Cuspidothrix issatschenkoi;;1;200.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Cyclotella choctawhatcheeana;;2;78562.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Cyclotella choctawhatcheeana;;3;3571.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Cylindrotheca closterium;;8;200.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Desmodesmus armatus;;1;1000.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Desmodesmus armatus var. bicaudatus;;1;300.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Desmodesmus communis;;1;600.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Desmodesmus communis;;3;300.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Diatoma tenuis;;6;1500.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Cryptomonas;;2;400.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Cryptomonas;;4;300.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Dictyosphaerium ehrenbergianum;;1;164266.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Dinobryon;;3;700.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Dinophysis acuminata;;2;1100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Dinophysis acuminata;;3;6100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Dolichospermum planctonicum;;1;100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Ebria tripartita;;2;2400.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Hemiselmis virescens;;1;292822.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Heterocapsa rotundata;;1;32139.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Katablepharis;;3;3571.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Katablepharis remigera;;3;100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Kirchneriella obesa;;1;3571.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Koliella longiseta;;4;100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Lemmermanniella pallida;;3;100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Lobocystis;;2;2200.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Merismopedia tenuissima;;1;85704.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Flagellates;;9;374955.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Flagellates;;10;32139.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Gymnodinium;;3;200.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Mesodinium rubrum;;3;4200.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Micractinium pusillum;;1;14284.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Monoraphidium contortum;;1;46423.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Monoraphidium contortum;;3;35710.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Monoraphidium griffithii;;2;600.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Monoraphidium komarkovae;;4;100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Nitzschia longissima;;1;100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Nitzschia longissima;;3;100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Mesodinium rubrum;;5;1500.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Mesodinium rubrum;;4;9800.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Nitzschia;;2;2100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Nitzschia;;3;800.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Planktothrix agardhii;;1;2000.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Pennales;;15;100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Oocystis lacustris;;2;400.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Pseudopedinella;;1;3571.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Phalacroma rotundatum;;1;400.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Pseudosphaerocystis lacustris;;1;2900.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Oocystis;;3;50008.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Pseudanabaena limnetica;;2;300.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Oocystis;;2;75905.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Pennales;;4;100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Plagioselmis prolonga;;1;578502.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Pyramimonas;;1;128559.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Pyramimonas;;2;349958.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Scenedesmus;;3;200.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Schroederia setigera;;;100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Pseudopediastrum boryanum;;3;100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Raphidocelis;;2;35710.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Snowella septentrionalis;;1;206283.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Spermatozopsis exsultans;;1;10713.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Sphaerocystis schroeteri;;1;4800.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Synedra ulna;;2;100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Synedra ulna;;3;300.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Synedra ulna;;4;200.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Teleaulax;;1;49994.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Teleaulax;;2;67849.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Teleaulax;;4;7142.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Telonema subtile;;3;3571.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Willea apiculata;;1;7142.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Woronichinia compacta;;1;482220.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Skeletonema marinoi;;14;176715.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Skeletonema marinoi;;2;267750.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Skeletonema marinoi;;4;671160.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Thalassiosira baltica;;2;200.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Thalassiosira baltica;;3;100.0000;unit/L
LVAF D4 [2021-2022];2021D4_10;23.983000;57.101830;2021-07-15T09:50:00;101A;21.70;Phytoplankton;0-10;Thalassiosira baltica;;1;1100.0000;unit/L
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Bosmina coregoni;;0.3-0.4;57.1428;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Bosmina coregoni;;0.4-0.6;14.2857;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Pleopis polyphemoides;;<0.3;14.2857;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Pleopis polyphemoides;;0.3-0.4;28.5714;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Acartia bifilosa;F;;14.2857;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Acartia sp;I;;442.8567;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Acartia sp;II;;585.7137;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Acartia sp;III;;428.5710;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Acartia sp;IV;;114.2856;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Acartia sp;V;;28.5714;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Acartia sp;N;;3675.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Centropages sp;V;;14.2857;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Centropages sp;IV;;14.2857;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Eurytemora sp;IV;;28.5714;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Eurytemora sp;N;;14.2857;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Keratella cochlearis;;;42.8571;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Keratella quadrata;;;1750.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Amphibalanus unidentified larvae;;;2700.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Bivalvia unidentified larvae;;;71.4285;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Gastropoda unidentified larvae;;;14.2857;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Eurytemora sp;II;;28.5714;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.473300;57.375000;2020-08-03T10:40:00;VE;12.10;Zooplankton;0-10;Polychaeta unidentified larvae;;;85.7142;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Bosmina coregoni;;<0.3;312.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Pleopis polyphemoides;;0.3-0.4;24.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Acartia sp;I;;648.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Acartia bifilosa;F;;384.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Acartia sp;II;;216.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Bosmina coregoni;;0.3-0.4;1440.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Acartia sp;III;;408.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Acartia sp;IV;;216.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Acartia sp;V;;192.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Acartia bifilosa;M;;24.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Acartia sp;N;;5520.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Centropages sp;IV;;24.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Eurytemora sp;V;;24.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Pseudocalanus sp;N;;24.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Keratella cruciformis;;;696.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Keratella quadrata;;;26304.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Amphibalanus unidentified larvae;;;1488.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Aurelia aurita planula;;;;
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Bivalvia unidentified larvae;;;96.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Fritillaria borealis;;;48.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;21.038300;56.073300;2020-08-02T15:50:00;NI;12.70;Zooplankton;0-10;Gastropoda unidentified larvae;;;96.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Bosmina coregoni;;0.3-0.4;112.5000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Pleopis polyphemoides;;0.3-0.4;50.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Acartia bifilosa;F;;250.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Bosmina coregoni;;<0.3;25.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Acartia sp;I;;462.5000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Acartia bifilosa;M;;162.5000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Acartia sp;II;;600.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Acartia sp;III;;825.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Acartia sp;IV;;300.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Acartia sp;V;;137.5000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Acartia sp;N;;6150.0000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Eurytemora sp;N;;12.5000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Pseudocalanus sp;F;;12.5000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Pseudocalanus sp;III;;12.5000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Pseudocalanus sp;II;;12.5000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Pseudocalanus sp;V;;12.5000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Temora longicornis;M;;12.5000;ind/m3
Atvērtie Monitoringa dati;Monit-20-02;20.990000;56.625000;2020-08-02T09:20:00;LI;12.20;Zooplankton;0-10;Temora longicornis;I;;50.0000;ind/m3
